lat,long,speed,imu_brake,gps_brake,brake_delta,imu_accel,gps_accel,accel_delta
10.9012920,77.0503200,112.56,0.000,0.000,0.000,0.019,0.139,-0.119
10.9013020,77.0503520,112.98,0.000,0.000,0.000,0.044,0.130,-0.086
10.9013120,77.0503800,113.31,0.000,0.000,0.000,0.003,0.121,-0.118
10.9013210,77.0504100,113.92,0.000,0.000,0.000,0.025,0.113,-0.088
10.9013310,77.0504300,114.24,0.009,0.000,0.009,0.000,0.108,-0.108
10.9013408,77.0504600,115.06,0.030,0.000,0.030,0.000,0.102,-0.102
10.9013580,77.0505160,114.76,0.155,0.000,0.155,0.000,0.099,-0.099
10.9013670,77.0505480,115.82,0.107,0.000,0.107,0.000,0.098,-0.098
10.9013760,77.0505760,116.18,0.000,0.000,0.000,0.009,0.096,-0.087
10.9013930,77.0506300,116.66,0.000,0.000,0.000,0.107,0.096,0.011
10.9014010,77.0506600,116.05,0.000,0.000,0.000,0.172,0.098,0.074
10.9014090,77.0506900,117.20,0.000,0.000,0.000,0.310,0.101,0.209
10.9014250,77.0507400,118.19,0.000,0.000,0.000,0.329,0.104,0.225
10.9014330,77.0507700,118.12,0.000,0.000,0.000,0.194,0.108,0.086
10.9014410,77.0508036,118.23,0.000,0.000,0.000,0.105,0.111,-0.005
10.9014490,77.0508320,118.87,0.000,0.000,0.000,0.098,0.114,-0.016
10.9014570,77.0508680,119.26,0.000,0.000,0.000,0.105,0.115,-0.010
10.9014720,77.0509300,120.33,0.000,0.000,0.000,0.127,0.117,0.010
10.9014810,77.0509500,121.11,0.000,0.000,0.000,0.151,0.120,0.031
10.9014880,77.0509800,121.39,0.000,0.000,0.000,0.176,0.120,0.056
10.9014960,77.0510100,121.66,0.000,0.000,0.000,0.155,0.119,0.035
10.9015030,77.0510400,121.89,0.000,0.000,0.000,0.144,0.119,0.025
10.9015180,77.0511000,122.92,0.000,0.000,0.000,0.168,0.117,0.050
10.9015256,77.0511300,123.31,0.000,0.000,0.000,0.150,0.115,0.035
10.9015330,77.0511600,123.45,0.000,0.000,0.000,0.128,0.115,0.013
10.9015400,77.0511900,124.12,0.000,0.000,0.000,0.103,0.115,-0.012
10.9015540,77.0512560,125.05,0.000,0.000,0.000,0.111,0.114,-0.004
10.9015620,77.0512900,125.70,0.000,0.000,0.000,0.123,0.113,0.010
10.9015750,77.0513500,126.08,0.000,0.000,0.000,0.081,0.110,-0.029
10.9015820,77.0513840,126.24,0.000,0.000,0.000,0.069,0.109,-0.039
10.9015880,77.0514160,126.69,0.000,0.000,0.000,0.090,0.106,-0.016
10.9016020,77.0514680,127.75,0.000,0.000,0.000,0.035,0.105,-0.070
10.9016080,77.0515100,128.38,0.110,0.000,0.110,0.000,0.105,-0.105
10.9016150,77.0515440,128.39,0.070,0.000,0.070,0.000,0.103,-0.103
10.9016210,77.0515760,128.89,0.044,0.000,0.044,0.000,0.101,-0.101
10.9016280,77.0516080,128.78,0.035,0.000,0.035,0.000,0.098,-0.098
10.9016330,77.0516320,129.53,0.021,0.000,0.021,0.000,0.094,-0.094
10.9016460,77.0517040,130.04,0.000,0.000,0.000,0.052,0.087,-0.035
10.9016510,77.0517360,130.51,0.021,0.000,0.021,0.000,0.080,-0.080
10.9016650,77.0518000,131.14,0.078,0.000,0.078,0.000,0.073,-0.073
10.9016700,77.0518320,131.56,0.097,0.000,0.097,0.000,0.064,-0.064
10.9016770,77.0518700,131.77,0.096,0.000,0.096,0.000,0.051,-0.051
10.9016830,77.0519000,131.99,0.127,0.000,0.127,0.000,0.030,-0.030
10.9016900,77.0519300,132.21,0.095,0.000,0.095,0.000,0.003,-0.003
10.9017010,77.0520000,132.33,0.089,0.031,0.058,0.000,0.000,0.000
10.9017120,77.0520700,132.24,0.083,0.062,0.021,0.000,0.000,0.000
10.9017230,77.0521300,131.94,0.148,0.098,0.050,0.000,0.000,0.000
10.9017316,77.0522000,130.99,0.130,0.123,0.007,0.000,0.000,0.000
10.9017360,77.0522300,130.28,0.115,0.146,-0.031,0.000,0.000,0.000
10.9017440,77.0523000,128.66,0.111,0.168,-0.057,0.000,0.000,0.000
10.9017470,77.0523300,128.09,0.138,0.192,-0.054,0.000,0.000,0.000
10.9017510,77.0523600,127.68,0.141,0.212,-0.071,0.000,0.000,0.000
10.9017530,77.0523900,126.62,0.202,0.234,-0.032,0.000,0.000,0.000
10.9017580,77.0524500,125.34,0.285,0.256,0.029,0.000,0.000,0.000
10.9017600,77.0524900,124.90,0.346,0.275,0.070,0.000,0.000,0.000
10.9017620,77.0525200,123.81,0.433,0.297,0.136,0.000,0.000,0.000
10.9017630,77.0525500,122.86,0.502,0.317,0.184,0.000,0.000,0.000
10.9017660,77.0526100,120.08,0.575,0.337,0.238,0.000,0.000,0.000
10.9017660,77.0526320,118.73,0.607,0.357,0.250,0.000,0.000,0.000
10.9017670,77.0526640,116.96,0.639,0.374,0.266,0.000,0.000,0.000
10.9017670,77.0527000,115.39,0.678,0.388,0.290,0.000,0.000,0.000
10.9017660,77.0527300,113.84,0.685,0.403,0.282,0.000,0.000,0.000
10.9017660,77.0527500,112.52,0.656,0.417,0.240,0.000,0.000,0.000
10.9017650,77.0528100,109.98,0.653,0.434,0.219,0.000,0.000,0.000
10.9017640,77.0528300,108.46,0.640,0.452,0.188,0.000,0.000,0.000
10.9017630,77.0528680,106.73,0.606,0.469,0.137,0.000,0.000,0.000
10.9017620,77.0528900,105.42,0.607,0.483,0.124,0.000,0.000,0.000
10.9017590,77.0529400,102.74,0.589,0.496,0.094,0.000,0.000,0.000
10.9017580,77.0529600,100.81,0.685,0.507,0.178,0.000,0.000,0.000
10.9017560,77.0529840,98.47,0.719,0.523,0.196,0.000,0.000,0.000
10.9017550,77.0530100,95.40,0.734,0.542,0.193,0.000,0.000,0.000
10.9017520,77.0530500,91.69,0.707,0.571,0.136,0.000,0.000,0.000
10.9017510,77.0530900,89.44,0.692,0.569,0.123,0.000,0.000,0.000
10.9017490,77.0531136,87.88,0.563,0.563,0.001,0.000,0.000,0.000
10.9017480,77.0531300,86.02,0.484,0.548,-0.063,0.000,0.000,0.000
10.9017470,77.0531500,81.42,0.441,0.528,-0.087,0.000,0.000,0.000
10.9017450,77.0531840,75.84,0.487,0.506,-0.019,0.000,0.000,0.000
10.9017450,77.0532000,74.04,0.488,0.490,-0.002,0.000,0.000,0.000
10.9017460,77.0532160,71.78,0.506,0.466,0.040,0.000,0.000,0.000
10.9017480,77.0532480,68.12,0.517,0.442,0.075,0.000,0.000,0.000
10.9017510,77.0532736,64.89,0.472,0.415,0.056,0.000,0.000,0.000
10.9017540,77.0533100,62.03,0.393,0.379,0.014,0.000,0.000,0.000
10.9017600,77.0533400,59.03,0.348,0.374,-0.026,0.000,0.000,0.000
10.9017670,77.0533700,56.62,0.298,0.366,-0.068,0.000,0.000,0.000
10.9017710,77.0533800,55.51,0.241,0.350,-0.108,0.000,0.000,0.000
10.9017750,77.0533900,54.53,0.236,0.325,-0.089,0.000,0.000,0.000
10.9017810,77.0534080,53.59,0.185,0.296,-0.110,0.000,0.000,0.000
10.9017920,77.0534300,51.62,0.147,0.247,-0.099,0.000,0.000,0.000
10.9017980,77.0534400,50.88,0.118,0.201,-0.082,0.000,0.000,0.000
10.9018060,77.0534436,50.36,0.093,0.156,-0.063,0.000,0.000,0.000
10.9018136,77.0534600,50.18,0.047,0.116,-0.069,0.000,0.000,0.000
10.9018300,77.0534680,48.50,0.009,0.076,-0.067,0.000,0.000,0.000
10.9018390,77.0534800,48.74,0.000,0.036,-0.036,0.049,0.000,0.049
10.9018480,77.0534900,48.46,0.000,0.000,0.000,0.114,0.001,0.114
10.9018580,77.0535000,48.96,0.000,0.000,0.000,0.129,0.035,0.094
10.9018690,77.0535080,49.49,0.000,0.000,0.000,0.156,0.066,0.090
10.9018910,77.0535100,50.35,0.000,0.000,0.000,0.206,0.091,0.115
10.9019020,77.0535200,50.64,0.000,0.000,0.000,0.213,0.104,0.109
10.9019150,77.0535200,51.09,0.000,0.000,0.000,0.202,0.109,0.093
10.9019390,77.0535300,51.61,0.000,0.000,0.000,0.187,0.104,0.084
10.9019530,77.0535320,52.67,0.000,0.000,0.000,0.168,0.094,0.074
10.9019660,77.0535400,54.27,0.000,0.000,0.000,0.156,0.083,0.074
10.9019790,77.0535400,54.83,0.000,0.000,0.000,0.088,0.071,0.016
10.9019930,77.0535500,55.37,0.000,0.000,0.000,0.036,0.060,-0.025
10.9020180,77.0535600,53.33,0.000,0.000,0.000,0.013,0.050,-0.037
10.9020300,77.0535600,52.99,0.010,0.000,0.010,0.000,0.040,-0.040
10.9020420,77.0535680,53.54,0.047,0.000,0.047,0.000,0.031,-0.031
10.9020670,77.0535700,53.92,0.084,0.000,0.084,0.000,0.025,-0.025
10.9020790,77.0535800,54.08,0.066,0.000,0.066,0.000,0.022,-0.022
10.9020910,77.0535900,54.54,0.075,0.000,0.075,0.000,0.022,-0.022
10.9021020,77.0536000,54.65,0.056,0.000,0.056,0.000,0.021,-0.021
10.9021240,77.0536100,54.60,0.052,0.000,0.052,0.000,0.018,-0.018
10.9021350,77.0536300,55.28,0.008,0.000,0.008,0.000,0.014,-0.014
10.9021440,77.0536320,55.30,0.000,0.000,0.000,0.017,0.009,0.008
10.9021540,77.0536400,55.15,0.000,0.000,0.000,0.053,0.003,0.050
10.9021700,77.0536680,54.94,0.000,0.000,0.000,0.082,0.000,0.082
10.9021780,77.0536700,54.48,0.000,0.000,0.000,0.041,0.000,0.041
10.9021848,77.0536900,54.30,0.000,0.000,0.000,0.053,0.002,0.051
10.9021900,77.0536920,54.33,0.000,0.000,0.000,0.040,0.007,0.033
10.9022010,77.0537300,54.26,0.000,0.000,0.000,0.077,0.014,0.063
10.9022050,77.0537400,54.49,0.014,0.000,0.014,0.000,0.023,-0.023
10.9022090,77.0537500,54.91,0.000,0.000,0.000,0.014,0.033,-0.020
10.9022120,77.0537680,54.77,0.000,0.000,0.000,0.015,0.045,-0.031
10.9022140,77.0537800,55.22,0.000,0.000,0.000,0.008,0.059,-0.051
10.9022160,77.0538000,55.38,0.000,0.000,0.000,0.004,0.073,-0.070
10.9022160,77.0538300,55.85,0.000,0.000,0.000,0.126,0.087,0.039
10.9022160,77.0538500,56.40,0.000,0.000,0.000,0.167,0.099,0.068
10.9022140,77.0538600,56.71,0.000,0.000,0.000,0.218,0.109,0.109
10.9022120,77.0538800,57.02,0.000,0.000,0.000,0.242,0.117,0.125
10.9022052,77.0539100,58.05,0.000,0.000,0.000,0.255,0.125,0.130
10.9022010,77.0539280,58.81,0.000,0.000,0.000,0.229,0.132,0.097
10.9021950,77.0539300,59.25,0.000,0.000,0.000,0.243,0.139,0.104
10.9021890,77.0539500,59.80,0.000,0.000,0.000,0.225,0.146,0.079
10.9021830,77.0539600,60.50,0.000,0.000,0.000,0.228,0.151,0.076
10.9021670,77.0539840,61.03,0.000,0.000,0.000,0.158,0.154,0.004
10.9021590,77.0540000,61.66,0.000,0.000,0.000,0.111,0.156,-0.045
10.9021490,77.0540160,62.27,0.000,0.000,0.000,0.071,0.156,-0.085
10.9021400,77.0540300,63.10,0.000,0.000,0.000,0.055,0.158,-0.104
10.9021190,77.0540560,64.16,0.000,0.000,0.000,0.048,0.160,-0.112
10.9021070,77.0540600,65.07,0.000,0.000,0.000,0.098,0.163,-0.065
10.9020960,77.0540800,65.66,0.000,0.000,0.000,0.122,0.167,-0.044
10.9020840,77.0540900,65.98,0.000,0.000,0.000,0.135,0.170,-0.035
10.9020608,77.0541160,66.87,0.000,0.000,0.000,0.165,0.172,-0.008
10.9020480,77.0541200,67.21,0.000,0.000,0.000,0.183,0.173,0.010
10.9020350,77.0541400,67.96,0.000,0.000,0.000,0.246,0.174,0.072
10.9020210,77.0541480,69.16,0.000,0.000,0.000,0.281,0.174,0.107
10.9020070,77.0541600,70.18,0.000,0.000,0.000,0.304,0.175,0.129
10.9019800,77.0541840,71.04,0.000,0.000,0.000,0.301,0.174,0.127
10.9019660,77.0541900,71.46,0.000,0.000,0.000,0.337,0.172,0.165
10.9019520,77.0542100,72.33,0.000,0.000,0.000,0.285,0.170,0.116
10.9019376,77.0542160,72.89,0.000,0.000,0.000,0.262,0.165,0.097
10.9019080,77.0542400,73.66,0.000,0.000,0.000,0.242,0.162,0.080
10.9018930,77.0542500,74.48,0.000,0.000,0.000,0.223,0.159,0.064
10.9018770,77.0542600,75.07,0.000,0.000,0.000,0.175,0.155,0.020
10.9018610,77.0542680,75.54,0.000,0.000,0.000,0.171,0.154,0.017
10.9018460,77.0542800,76.16,0.000,0.000,0.000,0.157,0.153,0.004
10.9018136,77.0543080,77.01,0.000,0.000,0.000,0.165,0.152,0.013
10.9017970,77.0543100,77.59,0.000,0.000,0.000,0.180,0.152,0.028
10.9017810,77.0543300,78.13,0.000,0.000,0.000,0.197,0.150,0.047
10.9017490,77.0543500,79.21,0.000,0.000,0.000,0.212,0.149,0.063
10.9017316,77.0543600,79.82,0.000,0.000,0.000,0.243,0.146,0.098
10.9017150,77.0543760,80.30,0.000,0.000,0.000,0.245,0.138,0.107
10.9016980,77.0543800,81.03,0.000,0.000,0.000,0.226,0.126,0.100
10.9016810,77.0544000,81.33,0.000,0.000,0.000,0.239,0.110,0.129
10.9016640,77.0544080,81.82,0.000,0.000,0.000,0.261,0.087,0.173
10.9016290,77.0544300,83.09,0.000,0.000,0.000,0.137,0.061,0.076
10.9016120,77.0544400,83.66,0.000,0.000,0.000,0.049,0.033,0.016
10.9015770,77.0544700,84.15,0.015,0.000,0.015,0.000,0.006,-0.006
10.9015590,77.0544800,83.96,0.113,0.021,0.092,0.000,0.000,0.000
10.9015420,77.0544900,82.98,0.225,0.047,0.177,0.000,0.000,0.000
10.9015250,77.0545040,82.87,0.187,0.071,0.116,0.000,0.000,0.000
10.9014900,77.0545300,81.88,0.186,0.093,0.093,0.000,0.000,0.000
10.9014740,77.0545360,81.05,0.179,0.106,0.073,0.000,0.000,0.000
10.9014410,77.0545600,80.02,0.169,0.111,0.058,0.000,0.000,0.000
10.9014240,77.0545700,79.21,0.163,0.109,0.053,0.000,0.000,0.000
10.9014070,77.0545800,79.55,0.143,0.104,0.038,0.000,0.000,0.000
10.9013740,77.0546000,78.92,0.118,0.098,0.020,0.000,0.000,0.000
10.9013580,77.0546100,78.00,0.148,0.101,0.047,0.000,0.000,0.000
10.9013410,77.0546300,77.57,0.183,0.105,0.078,0.000,0.000,0.000
10.9013090,77.0546400,77.08,0.170,0.113,0.057,0.000,0.000,0.000
10.9012770,77.0546640,76.53,0.185,0.120,0.066,0.000,0.000,0.000
10.9012430,77.0546900,75.51,0.214,0.126,0.088,0.000,0.000,0.000
10.9012120,77.0547000,74.48,0.192,0.134,0.058,0.000,0.000,0.000
10.9011790,77.0547200,73.07,0.172,0.140,0.032,0.000,0.000,0.000
10.9011630,77.0547280,72.71,0.146,0.140,0.006,0.000,0.000,0.000
10.9011470,77.0547400,72.58,0.094,0.140,-0.047,0.000,0.000,0.000
10.9011150,77.0547568,71.34,0.061,0.137,-0.076,0.000,0.000,0.000
10.9011000,77.0547600,70.70,0.024,0.127,-0.103,0.000,0.000,0.000
10.9010840,77.0547700,70.09,0.000,0.116,-0.116,0.016,0.000,0.016
10.9010690,77.0547800,70.12,0.013,0.107,-0.094,0.000,0.000,0.000
10.9010370,77.0547900,68.94,0.080,0.097,-0.017,0.000,0.000,0.000
10.9010060,77.0548000,68.79,0.080,0.088,-0.008,0.000,0.000,0.000
10.9009900,77.0548100,68.76,0.091,0.081,0.011,0.000,0.000,0.000
10.9009730,77.0548200,68.41,0.113,0.076,0.037,0.000,0.000,0.000
10.9009420,77.0548300,67.63,0.106,0.076,0.030,0.000,0.000,0.000
10.9009270,77.0548300,67.32,0.076,0.079,-0.002,0.000,0.000,0.000
10.9009100,77.0548400,67.43,0.069,0.083,-0.014,0.000,0.000,0.000
10.9008950,77.0548500,67.15,0.059,0.089,-0.030,0.000,0.000,0.000
10.9008640,77.0548560,66.70,0.057,0.096,-0.039,0.000,0.000,0.000
10.9008480,77.0548600,65.99,0.082,0.103,-0.021,0.000,0.000,0.000
10.9008330,77.0548700,65.76,0.083,0.111,-0.027,0.000,0.000,0.000
10.9008170,77.0548700,65.38,0.119,0.120,-0.001,0.000,0.000,0.000
10.9008020,77.0548800,64.66,0.149,0.130,0.020,0.000,0.000,0.000
10.9007710,77.0548880,63.90,0.113,0.139,-0.026,0.000,0.000,0.000
10.9007560,77.0548880,63.68,0.111,0.146,-0.036,0.000,0.000,0.000
10.9007410,77.0548900,63.06,0.101,0.153,-0.052,0.000,0.000,0.000
10.9007250,77.0548900,62.26,0.126,0.159,-0.033,0.000,0.000,0.000
10.9006960,77.0548900,61.09,0.102,0.163,-0.061,0.000,0.000,0.000
10.9006810,77.0548900,60.50,0.134,0.164,-0.029,0.000,0.000,0.000
10.9006650,77.0548900,59.96,0.129,0.164,-0.035,0.000,0.000,0.000
10.9006510,77.0548900,59.34,0.126,0.163,-0.037,0.000,0.000,0.000
10.9006220,77.0548900,57.94,0.083,0.160,-0.077,0.000,0.000,0.000
10.9006080,77.0548900,57.47,0.093,0.157,-0.064,0.000,0.000,0.000
10.9005950,77.0548900,56.83,0.085,0.153,-0.068,0.000,0.000,0.000
10.9005810,77.0548880,56.19,0.072,0.146,-0.073,0.000,0.000,0.000
10.9005690,77.0548880,55.87,0.036,0.136,-0.100,0.000,0.000,0.000
10.9005410,77.0548800,55.13,0.000,0.122,-0.122,0.004,0.000,0.004
10.9005290,77.0548800,54.76,0.000,0.105,-0.105,0.088,0.000,0.088
10.9005160,77.0548700,53.78,0.000,0.087,-0.087,0.118,0.000,0.118
10.9005040,77.0548700,53.07,0.000,0.070,-0.070,0.108,0.000,0.108
10.9004790,77.0548560,52.68,0.000,0.053,-0.053,0.047,0.000,0.047
10.9004680,77.0548560,52.10,0.000,0.037,-0.037,0.040,0.000,0.040
10.9004550,77.0548500,53.07,0.067,0.022,0.045,0.000,0.000,0.000
10.9004440,77.0548400,53.17,0.091,0.004,0.087,0.000,0.000,0.000
10.9004200,77.0548240,53.71,0.054,0.000,0.054,0.000,0.014,-0.014
10.9003980,77.0548100,53.72,0.012,0.000,0.012,0.000,0.031,-0.031
10.9003880,77.0548000,53.31,0.000,0.000,0.000,0.012,0.045,-0.032
10.9003770,77.0547920,53.09,0.000,0.000,0.000,0.087,0.054,0.032
10.9003550,77.0547700,53.67,0.000,0.000,0.000,0.118,0.059,0.059
10.9003450,77.0547600,54.12,0.000,0.000,0.000,0.131,0.062,0.070
10.9003340,77.0547568,54.36,0.000,0.000,0.000,0.164,0.063,0.101
10.9003240,77.0547400,55.37,0.000,0.000,0.000,0.147,0.064,0.083
10.9003140,77.0547300,55.67,0.000,0.000,0.000,0.116,0.065,0.052
10.9002950,77.0547100,56.40,0.000,0.000,0.000,0.091,0.063,0.028
10.9002860,77.0546960,56.29,0.000,0.000,0.000,0.095,0.060,0.035
10.9002770,77.0546900,56.42,0.000,0.000,0.000,0.079,0.055,0.025
10.9002600,77.0546640,56.08,0.000,0.000,0.000,0.088,0.048,0.039
10.9002510,77.0546500,56.17,0.000,0.000,0.000,0.124,0.042,0.082
10.9002440,77.0546400,56.58,0.000,0.000,0.000,0.142,0.037,0.105
10.9002360,77.0546300,56.85,0.000,0.000,0.000,0.102,0.033,0.069
10.9002280,77.0546100,57.10,0.000,0.000,0.000,0.068,0.032,0.036
10.9002130,77.0545900,57.58,0.000,0.000,0.000,0.031,0.032,-0.001
10.9002070,77.0545700,57.41,0.000,0.000,0.000,0.002,0.033,-0.031
10.9002000,77.0545680,57.79,0.028,0.000,0.028,0.000,0.033,-0.033
10.9001868,77.0545360,57.27,0.008,0.000,0.008,0.000,0.033,-0.033
10.9001820,77.0545200,57.57,0.000,0.000,0.000,0.008,0.032,-0.024
10.9001760,77.0545040,57.68,0.000,0.000,0.000,0.014,0.030,-0.016
10.9001710,77.0545000,57.77,0.022,0.000,0.022,0.000,0.029,-0.029
10.9001668,77.0544800,57.97,0.000,0.000,0.000,0.006,0.029,-0.023
10.9001580,77.0544500,58.69,0.000,0.000,0.000,0.025,0.030,-0.005
10.9001540,77.0544320,58.43,0.000,0.000,0.000,0.036,0.032,0.004
10.9001500,77.0544200,58.68,0.000,0.000,0.000,0.036,0.033,0.002
10.9001464,77.0544080,58.74,0.000,0.000,0.000,0.036,0.035,0.001
10.9001410,77.0543800,58.52,0.000,0.000,0.000,0.007,0.038,-0.031
10.9001390,77.0543700,58.78,0.014,0.000,0.014,0.000,0.041,-0.041
10.9001370,77.0543500,59.01,0.024,0.000,0.024,0.000,0.044,-0.044
10.9001350,77.0543400,59.07,0.013,0.000,0.013,0.000,0.049,-0.049
10.9001340,77.0543200,59.11,0.000,0.000,0.000,0.025,0.053,-0.029
10.9001310,77.0542900,59.87,0.000,0.000,0.000,0.043,0.057,-0.014
10.9001300,77.0542680,60.27,0.000,0.000,0.000,0.048,0.060,-0.011
10.9001300,77.0542600,60.02,0.000,0.000,0.000,0.044,0.061,-0.016
10.9001280,77.0542300,61.04,0.000,0.000,0.000,0.045,0.061,-0.015
10.9001280,77.0542160,61.05,0.000,0.000,0.000,0.030,0.059,-0.029
10.9001280,77.0542000,61.38,0.000,0.000,0.000,0.022,0.056,-0.034
10.9001280,77.0541840,61.58,0.016,0.000,0.016,0.000,0.053,-0.053
10.9001270,77.0541600,61.66,0.022,0.000,0.022,0.000,0.050,-0.050
10.9001270,77.0541480,61.84,0.016,0.000,0.016,0.000,0.045,-0.045
10.9001270,77.0541160,61.99,0.000,0.000,0.000,0.016,0.041,-0.025
10.9001270,77.0541000,62.22,0.000,0.000,0.000,0.065,0.038,0.027
10.9001270,77.0540880,62.26,0.000,0.000,0.000,0.092,0.034,0.057
10.9001270,77.0540560,62.71,0.000,0.000,0.000,0.119,0.028,0.091
10.9001270,77.0540400,62.71,0.000,0.000,0.000,0.099,0.019,0.081
10.9001270,77.0540000,62.88,0.000,0.000,0.000,0.055,0.010,0.045
10.9001270,77.0539840,62.91,0.009,0.000,0.009,0.000,0.001,-0.001
10.9001270,77.0539700,63.22,0.000,0.008,-0.008,0.008,0.000,0.008
10.9001270,77.0539400,63.03,0.015,0.016,-0.001,0.000,0.000,0.000
10.9001270,77.0539280,63.05,0.029,0.031,-0.002,0.000,0.000,0.000
10.9001260,77.0539100,62.69,0.038,0.048,-0.010,0.000,0.000,0.000
10.9001260,77.0538800,62.05,0.065,0.065,-0.000,0.000,0.000,0.000
10.9001260,77.0538500,61.80,0.104,0.082,0.022,0.000,0.000,0.000
10.9001260,77.0538200,60.60,0.136,0.101,0.035,0.000,0.000,0.000
10.9001270,77.0537900,60.17,0.110,0.108,0.001,0.000,0.000,0.000
10.9001280,77.0537600,59.14,0.089,0.113,-0.024,0.000,0.000,0.000
10.9001290,77.0537300,58.32,0.053,0.118,-0.065,0.000,0.000,0.000
10.9001310,77.0536920,57.70,0.020,0.122,-0.102,0.000,0.000,0.000
10.9001320,77.0536800,57.23,0.021,0.119,-0.098,0.000,0.000,0.000
10.9001330,77.0536680,56.92,0.035,0.117,-0.082,0.000,0.000,0.000
10.9001340,77.0536500,56.52,0.071,0.113,-0.042,0.000,0.000,0.000
10.9001370,77.0536300,55.82,0.106,0.108,-0.001,0.000,0.000,0.000
10.9001390,77.0536100,55.45,0.139,0.102,0.038,0.000,0.000,0.000
10.9001410,77.0536000,55.17,0.143,0.096,0.047,0.000,0.000,0.000
10.9001430,77.0535800,54.39,0.155,0.091,0.063,0.000,0.000,0.000
10.9001470,77.0535600,53.88,0.122,0.089,0.033,0.000,0.000,0.000
10.9001490,77.0535400,53.66,0.081,0.087,-0.005,0.000,0.000,0.000
10.9001520,77.0535300,53.35,0.053,0.086,-0.033,0.000,0.000,0.000
10.9001550,77.0535200,53.01,0.033,0.087,-0.053,0.000,0.000,0.000
10.9001580,77.0535080,53.20,0.019,0.087,-0.068,0.000,0.000,0.000
10.9001650,77.0534800,52.65,0.049,0.089,-0.040,0.000,0.000,0.000
10.9001670,77.0534700,52.49,0.082,0.091,-0.009,0.000,0.000,0.000
10.9001710,77.0534500,51.81,0.089,0.093,-0.004,0.000,0.000,0.000
10.9001790,77.0534300,50.91,0.114,0.096,0.018,0.000,0.000,0.000
10.9001830,77.0534200,50.49,0.151,0.099,0.052,0.000,0.000,0.000
10.9001870,77.0534080,50.13,0.151,0.099,0.053,0.000,0.000,0.000
10.9001910,77.0534000,49.86,0.148,0.098,0.050,0.000,0.000,0.000
10.9001960,77.0533800,49.48,0.180,0.097,0.084,0.000,0.000,0.000
10.9002060,77.0533600,48.75,0.174,0.095,0.079,0.000,0.000,0.000
10.9002100,77.0533500,48.33,0.149,0.094,0.056,0.000,0.000,0.000
10.9002160,77.0533400,48.37,0.123,0.094,0.029,0.000,0.000,0.000
10.9002284,77.0533200,47.65,0.099,0.098,0.002,0.000,0.000,0.000
10.9002350,77.0533100,47.50,0.084,0.102,-0.018,0.000,0.000,0.000
10.9002420,77.0533000,46.94,0.086,0.106,-0.021,0.000,0.000,0.000
10.9002492,77.0532900,46.97,0.108,0.112,-0.004,0.000,0.000,0.000
10.9002570,77.0532800,46.51,0.139,0.119,0.020,0.000,0.000,0.000
10.9002720,77.0532700,45.33,0.194,0.126,0.069,0.000,0.000,0.000
10.9002800,77.0532600,44.57,0.228,0.131,0.097,0.000,0.000,0.000
10.9002890,77.0532500,44.50,0.216,0.134,0.082,0.000,0.000,0.000
10.9002970,77.0532480,43.79,0.218,0.134,0.084,0.000,0.000,0.000
10.9003060,77.0532400,43.01,0.240,0.129,0.110,0.000,0.000,0.000
10.9003240,77.0532300,42.10,0.209,0.122,0.087,0.000,0.000,0.000
10.9003330,77.0532200,41.72,0.164,0.114,0.050,0.000,0.000,0.000
10.9003420,77.0532200,41.10,0.107,0.105,0.003,0.000,0.000,0.000
10.9003520,77.0532160,40.25,0.060,0.093,-0.033,0.000,0.000,0.000
10.9003710,77.0532160,40.54,0.000,0.077,-0.077,0.028,0.000,0.028
10.9003800,77.0532100,40.17,0.000,0.058,-0.058,0.079,0.000,0.079
10.9004000,77.0532100,39.87,0.000,0.036,-0.036,0.114,0.000,0.114
10.9004100,77.0532100,39.63,0.000,0.015,-0.015,0.089,0.000,0.089
10.9004190,77.0532100,39.25,0.000,0.000,0.000,0.106,0.004,0.102
10.9004390,77.0532160,39.03,0.000,0.000,0.000,0.107,0.020,0.088
10.9004490,77.0532160,39.39,0.000,0.000,0.000,0.109,0.034,0.075
10.9004590,77.0532160,39.73,0.000,0.000,0.000,0.091,0.048,0.043
10.9004690,77.0532200,40.07,0.000,0.000,0.000,0.086,0.062,0.025
10.9004980,77.0532300,41.27,0.000,0.000,0.000,0.093,0.072,0.021
10.9005080,77.0532400,41.52,0.000,0.000,0.000,0.068,0.079,-0.011
10.9005168,77.0532480,41.86,0.000,0.000,0.000,0.057,0.081,-0.024
10.9005260,77.0532480,42.53,0.000,0.000,0.000,0.062,0.080,-0.018
10.9005440,77.0532600,42.58,0.000,0.000,0.000,0.080,0.077,0.003
10.9005520,77.0532700,42.93,0.000,0.000,0.000,0.063,0.072,-0.009
10.9005680,77.0532800,43.24,0.000,0.000,0.000,0.063,0.067,-0.004
10.9005760,77.0532900,43.56,0.000,0.000,0.000,0.070,0.062,0.008
10.9005820,77.0533000,43.99,0.000,0.000,0.000,0.102,0.057,0.046
10.9005890,77.0533100,44.01,0.000,0.000,0.000,0.094,0.053,0.041
10.9005960,77.0533200,44.22,0.000,0.000,0.000,0.009,0.051,-0.041
10.9006010,77.0533300,44.51,0.000,0.000,0.000,0.055,0.050,0.005
10.9006130,77.0533500,44.75,0.000,0.000,0.000,0.069,0.051,0.018
